1115	jo prabh bhaavai so theeaai avar na karanaa jai ||	Whatever pleases God's Will comes to pass. Nothing else can be done.
1116	jan naanak jeevai naam lai har dhevahu sahaj subhai ||5||2||35||	Servant Nanak lives by chanting the Naam. O Lord, please give it to me, in Your Natural Way. ||5||2||35||
1117	sireeraag mahalaa teejaa ghar pehilaa ||	Siree Raag, Third Mehla, First House:
1118	jis hee kee sirakaar hai tis hee kaa sabh koi ||	Everyone belongs to the One who rules the Universe.
1119	gurmukh kaar kamaavanee sach ghaT paragaT hoi ||	The Gurmukh practices good deeds, and the truth is revealed in the heart.
1120	a(n)tar jis kai sach vasai sache sachee soi ||	True is the reputation of the true, within whom truth abides.
1121	sach mile se na vichhuReh tin nij ghar vaasaa hoi ||1||	Those who meet the True Lord are not separated again; they come to dwell in the home of the self deep within. ||1||
1122	mere raam mai har bin avar na koi ||	O my Lord! Without the Lord, I have no other at all.
1123	satagur sach prabh niramalaa sabadh milaavaa hoi ||1|| rahaau ||	The True Guru leads us to meet the Immaculate True God through the Word of His Shabad. ||1||Pause||
1124	sabadh milai so mil rahai jis nau aape le milai ||	One whom the Lord merges into Himself is merged in the Shabad, and remains so merged.
1125	dhoojai bhai ko naa milai fir fir aavai jai ||	No one merges with Him through the love of duality; over and over again, they come and go in reincarnation.
1126	sabh meh ik varatadhaa eko rahiaa samai ||	The One Lord permeates all. The One Lord is pervading everywhere.
1127	jis nau aap dhiaal hoi so gurmukh naam samai ||2||	That Gurmukh, unto whom the Lord shows His Kindness, is absorbed in the Naam, the Name of the Lord. ||2||
1128	paR paR pa(n)ddit jotakee vaadh kareh beechaar ||	After all their reading, the Pandits, the religious scholars, and the astrologers argue and debate.
1129	mat budh bhavee na bujhiee a(n)tar lobh vikaar ||	Their intellect and understanding are perverted; they just don't understand. They are filled with greed and corruption.
1130	lakh chauraaseeh bharamadhe bhram bhram hoi khuaar ||	Through 8.4 million incarnations they wander lost and confused; through all their wandering and roaming, they are ruined.
1131	poorab likhiaa kamaavanaa koi na meTanahaar ||3||	They act according to their pre-ordained destiny, which no one can erase. ||3||
1132	satagur kee sevaa gaakhaRee sir dheejai aap gavai ||	It is very difficult to serve the True Guru. Surrender your head; give up your selfishness.
1133	sabadh mileh taa har milai sevaa pavai sabh thai ||	Realizing the Shabad, one meets with the Lord, and all one's service is accepted.
1134	paaras parasiaai paaras hoi jotee jot samai ||	By personally experiencing the Personality of the Guru, one's own personality is uplifted, and one's light merges into the Light.
1135	jin kau poorab likhiaa tin satagur miliaa aai ||4||	Those who have such pre-ordained destiny come to meet the True Guru. ||4||
1136	man bhukhaa bhukhaa mat kareh mat too kareh pookaar ||	O mind, don't cry out that you are hungry, always hungry; stop complaining.
1137	lakh chauraaseeh jin siree sabhasai dhei adhaar ||	The One who created the 8.4 million species of beings gives sustenance to all.
1138	nirabhau sadhaa dhiaal hai sabhanaa karadhaa saar ||	The Fearless Lord is forever Merciful; He takes care of all.
1139	naanak gurmukh bujheeaai paieeaai mokh dhuaar ||5||3||36||	O Nanak, the Gurmukh understands, and finds the Door of Liberation. ||5||3||36||
1140	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1141	jinee sun kai ma(n)niaa tinaa nij ghar vaas ||	Those who hear and believe, find the home of the self deep within.
1142	gurmatee saalaeh sach har paiaa gunataas ||	Through the Guru's Teachings, they praise the True Lord; they find the Lord, the Treasure of Excellence.
1143	sabadh rate se niramale hau sadh balihaarai jaas ||	Attuned to the Word of the Shabad, they are immaculate and pure. I am forever a sacrifice to them.
1144	hiradhai jin kai har vasai tit ghaT hai paragaas ||1||	Those people, within whose hearts the Lord abides, are radiant and enlightened. ||1||
1145	man mere har har niramal dhiaai ||	O my mind, meditate on the Immaculate Lord, Har, Har.
1146	dhur masatak jin kau likhiaa se gurmukh rahe liv lai ||1|| rahaau ||	Those whose have such pre-ordained destiny written on their foreheads-those Gurmukhs remain absorbed in the Lord's Love. ||1||Pause||
1147	har sa(n)tahu dhekhahu nadhar kar nikaT vasai bharapoor ||	O Saints, see clearly that the Lord is near at hand; He is pervading everywhere.
1148	gurmat jinee pachhaaniaa se dhekheh sadhaa hadhoor ||	Those who follow the Guru's Teachings realize Him, and see Him Ever-present.
1149	jin gun tin sadh man vasai aaugunava(n)tiaa dhoor ||	He dwells forever in the minds of the virtuous. He is far removed from those worthless people who lack virtue.
1150	manmukh gun tai baahare bin naavai maradhe jhoor ||2||	The self-willed manmukhs are totally without virtue. Without the Name, they die in frustration. ||2||
1151	jin sabadh guroo sun ma(n)niaa tin man dhiaaiaa har soi ||	Those who hear and believe in the Word of the Guru's Shabad, meditate on the Lord in their minds.
1152	anadhin bhagatee ratiaa man tan niramal hoi ||	Night and day, they are steeped in devotion; their minds and bodies become pure.
1153	kooRaa ra(n)g kasu(n)bh kaa binas jai dhukh roi ||	The color of the world is false and weak; when it washes away, people cry out in pain.
1154	jis a(n)dhar naam pragaas hai oh sadhaa sadhaa thir hoi ||3||	Those who have the Radiant Light of the Naam within, become steady and stable, forever and ever. ||3||
1155	eih janam padhaarath pai kai har naam na chetai liv lai ||	The blessing of this human life has been obtained, but still, people do not lovingly focus their thoughts on the Name of the Lord.
1156	pag khisiaai rahanaa nahee aagai Thaur na pai ||	Their feet slip, and they cannot stay here any longer. And in the next world, they find no place of rest at all.
1157	oh velaa hath na aaviee a(n)t giaa pachhutai ||	This opportunity shall not come again. In the end, they depart, regretting and repenting.
1158	jis nadhar kare so ubarai har setee liv lai ||4||	Those whom the Lord blesses with His Glance of Grace are saved; they are lovingly attuned to the Lord. ||4||
1159	dhekhaa dhekhee sabh kare manmukh boojh na pai ||	They all show off and pretend, but the self-willed manmukhs do not understand.
1160	jin gurmukh hiradhaa sudh hai sev piee tin thai ||	Those Gurmukhs who are pure of heart-their service is accepted.
1161	har gun gaaveh har nit paReh har gun gai samai ||	They sing the Glorious Praise of the Lord; they read about the Lord each day. Singing the Praise of the Lord, they merge in absorption.
1162	naanak tin kee baanee sadhaa sach hai j naam rahe liv lai ||5||4||37||	O Nanak, the words of those who are lovingly attuned to the Naam are true forever. ||5||4||37||
1163	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1164	jinee ik man naam dhiaaiaa gurmatee veechaar ||	Those who meditate single-mindedly on the Naam, and contemplate the Teachings of the Guru
1165	tin ke mukh sadh ujale tit sachai dharabaar ||	-their faces are forever radiant in the Court of the True Lord.
1166	oi a(n)mrit peeveh sadhaa sadhaa sachai naam piaar ||1||	They drink in the Ambrosial Nectar forever and ever, and they love the True Name. ||1||
1167	bhaiee re gurmukh sadhaa pat hoi ||	O Siblings of Destiny, the Gurmukhs are honored forever.
1168	har har sadhaa dhiaaieeaai mal haumai kaddai dhoi ||1|| rahaau ||	They meditate forever on the Lord, Har, Har, and they wash off the filth of egotism. ||1||Pause||
1169	manmukh naam na jaananee vin naavai pat jai ||	The self-willed manmukhs do not know the Naam. Without the Name, they lose their honor.
1170	sabadhai saadh na aaio laage dhoojai bhai ||	They do not savor the Taste of the Shabad; they are attached to the love of duality.
1171	visaTaa ke keeRe paveh vich visaTaa se visaTaa maeh samai ||2||	They are worms in the filth of manure. They fall into manure, and into manure they are absorbed. ||2||
1172	tin kaa janam safal hai jo chaleh satagur bhai ||	Fruitful are the lives of those who walk in harmony with the Will of the True Guru.
1173	kul udhaareh aapanaa dha(n)n janedhee mai ||	Their families are saved; blessed are the mothers who gave birth to them.
1174	har har naam dhiaaieeaai jis nau kirapaa kare rajai ||3||	By His Will He grants His Grace; those who are so blessed, meditate on the Name of the Lord, Har, Har. ||3||
1175	jinee gurmukh naam dhiaaiaa vichahu aap gavai ||	The Gurmukhs meditate on the Naam; they eradicate selfishness and conceit from within.
1176	oi a(n)dharahu baaharahu niramale sache sach samai ||	They are pure, inwardly and outwardly; they merge into the Truest of the True.
1177	naanak aae se paravaan heh jin gurmatee har dhiaai ||4||5||38||	O Nanak, blessed is the coming of those who follow the Guru's Teachings and meditate on the Lord. ||4||5||38||
1178	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1179	har bhagataa har dhan raas hai gur poochh kareh vaapaar ||	The devotees of the Lord have the Wealth and Capital of the Lord; with Guru's Advice, they carry on their trade.
1180	har naam salaahan sadhaa sadhaa vakhar har naam adhaar ||	They praise the Name of the Lord forever and ever. The Name of the Lord is their Merchandise and Support.
1181	gur poorai har naam dhiraRaiaa har bhagataa atuT bha(n)ddaar ||1||	The Perfect Guru has implanted the Name of the Lord into the Lord's devotees; it is an Inexhaustible Treasure. ||1||
1182	bhaiee re is man kau samajhai ||	O Siblings of Destiny, instruct your minds in this way.
1183	e man aalas kiaa kareh gurmukh naam dhiaai ||1|| rahaau ||	O mind, why are you so lazy? Become Gurmukh, and meditate on the Naam. ||1||Pause||
1184	har bhagat har kaa piaar hai je gurmukh kare beechaar ||	Devotion to the Lord is love for the Lord. The Gurmukh reflects deeply and contemplates.
1185	paakha(n)dd bhagat na hoviee dhubidhaa bol khuaar ||	Hypocrisy is not devotion-speaking words of duality leads only to misery.
1186	so jan ralaiaa naa ralai jis a(n)tar bibek beechaar ||2||	Those humble beings who are filled with keen understanding and meditative contemplation-even though they intermingle with others, they remain distinct. ||2||
1187	so sevak har aakheeaai jo har raakhai ur dhaar ||	Those who keep the Lord enshrined within their hearts are said to be the servants of the Lord.
1188	man tan saupe aagai dhare haumai vichahu maar ||	Placing mind and body in offering before the Lord, they conquer and eradicate egotism from within.
1189	dhan gurmukh so paravaan hai j kadhe na aavai haar ||3||	Blessed and acclaimed is that Gurmukh, who shall never be defeated. ||3||
1190	karam milai taa paieeaai vin karamai paiaa na jai ||	Those who receive His Grace find Him. Without His Grace, He cannot be found.
1191	lakh chauraaseeh tarasadhe jis mele so milai har aai ||	The 8.4 million species of beings all yearn for the Lord. Those whom He unites, come to be united with the Lord.
1192	naanak gurmukh har paiaa sadhaa har naam samai ||4||6||39||	O Nanak, the Gurmukh finds the Lord, and remains forever absorbed in the Lord's Name. ||4||6||39||
1193	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1194	sukh saagar har naam hai gurmukh paiaa jai ||	The Name of the Lord is the Ocean of Peace; the Gurmukhs obtain it.
1195	anadhin naam dhiaaieeaai sahaje naam samai ||	Meditating on the Naam, night and day, they are easily and intuitively absorbed in the Naam.
1196	a(n)dhar rachai har sach siau rasanaa har gun gai ||1||	Their inner beings are immersed in the True Lord; they sing the Glorious Praises of the Lord. ||1||
1197	bhaiee re jag dhukheeaa dhoojai bhai ||	O Siblings of Destiny, the world is in misery, engrossed in the love of duality.
1198	gur saranaiee sukh laheh anadhin naam dhiaai ||1|| rahaau ||	In the Sanctuary of the Guru, peace is found, meditating on the Naam night and day. ||1||Pause||
1199	saache mail na laagiee man niramal har dhiaai ||	The truthful ones are not stained by filth. Meditating on the Lord, their minds remain pure.
1200	gurmukh sabadh pachhaaneeaai har a(n)mirat naam samai ||	The Gurmukhs realize the Word of the Shabad; they are immersed in the Ambrosial Nectar of the Lord's Name.
1201	gur giaan pracha(n)dd balaiaa agiaan a(n)dheraa jai ||2||	The Guru has lit the brilliant light of spiritual wisdom, and the darkness of ignorance has been dispelled. ||2||
1202	manmukh maile mal bhare haumai tirasanaa vikaar ||	The self-willed manmukhs are polluted. They are filled with the pollution of egotism, wickedness and desire.
1203	bin sabadhai mail na utarai mar ja(n)meh hoi khuaar ||	Without the Shabad, this pollution is not washed off; through the cycle of death and rebirth, they waste away in misery.
1204	dhaatur baajee palach rahe naa uravaar na paar ||3||	Engrossed in this transitory drama, they are not at home in either this world or the next. ||3||
1205	gurmukh jap tap sa(n)jamee har kai naam piaar ||	For the Gurmukh, the love of the Name of the Lord is chanting, deep meditation and self-discipline.
1206	gurmukh sadhaa dhiaaieeaai ek naam karataar ||	The Gurmukh meditates forever on the Name of the One Creator Lord.
1207	naanak naam dhiaaieeaai sabhanaa jeeaa kaa aadhaar ||4||7||40||	O Nanak, meditate on the Naam, the Name of the Lord, the Support of all beings. ||4||7||40||
1208	sreeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1209	manmukh moh viaapiaa bairaag udhaasee na hoi ||	The self-willed manmukhs are engrossed in emotional attachment; they are not balanced or detached.
1210	sabadh na cheenai sadhaa dhukh har dharageh pat khoi ||	They do not comprehend the Word of the Shabad. They suffer in pain forever, and lose their honor in the Court of the Lord.
1211	haumai gurmukh khoieeaai naam rate sukh hoi ||1||	The Gurmukhs shed their ego; attuned to the Naam, they find peace. ||1||
1212	mere man ahinis poor rahee nit aasaa ||	O my mind, day and night, you are always full of wishful hopes.
1213	satagur sev moh parajalai ghar hee maeh udhaasaa ||1|| rahaau ||	Serve the True Guru, and your emotional attachment shall be totally burnt away; remain detached within the home of your heart. ||1||Pause||
1214	gurmukh karam kamaavai bigasai har bairaag ana(n)dh ||	The Gurmukhs do good deeds and blossom forth; balanced and detached in the Lord, they are in ecstasy.
1215	ahinis bhagat kare dhin raatee haumai maar nicha(n)dh ||	Night and day, they perform devotional worship, day and night; subduing their ego, they are carefree.
1216	vaddai bhaag satasa(n)gat paiee har paiaa sahaj ana(n)dh ||2||	By great good fortune, I found the Sat Sangat, the True Congregation; I have found the Lord, with intuitive ease and ecstasy. ||2||
1217	so saadhoo bairaagee soiee hiradhai naam vasaae ||	That person is a Holy Saadhu, and a renouncer of the world, whose heart is filled with the Naam.
1218	a(n)tar laag na taamas moole vichahu aap gavaae ||	His inner being is not touched by anger or dark energies at all; he has lost his selfishness and conceit.
1219	naam nidhaan sataguroo dhikhaaliaa har ras peeaa aghaae ||3||	The True Guru has revealed to him the Treasure of the Naam, the Name of the Lord; he drinks in the Sublime Essence of the Lord, and is satisfied. ||3||
1220	jin kinai paiaa saadhasa(n)gatee poorai bhaag bairaag ||	Whoever has found it, has done so in the Saadh Sangat, the Company of the Holy. Through perfect good fortune, such balanced detachment is attained.
1221	manmukh fireh na jaaneh satagur haumai a(n)dhar laag ||	The self-willed manmukhs wander around lost, but they do not know the True Guru. They are inwardly attached to egotism.
1222	naanak sabadh rate har naam ra(n)gaae bin bhai kehee laag ||4||8||41||	O Nanak, those who are attuned to the Shabad are dyed in the Color of the Lord's Name. Without the Fear of God, how can they retain this Color? ||4||8||41||
1223	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1224	ghar hee saudhaa paieeaai a(n)tar sabh vath hoi ||	Within the home of your own inner being, the merchandise is obtained. All commodities are within.
1225	khin khin naam samaaleeaai gurmukh paavai koi ||	Each and every moment, dwell on the Naam, the Name of the Lord; the Gurmukhs obtain it.
1226	naam nidhaan akhuT hai vaddabhaag paraapat hoi ||1||	The Treasure of the Naam is inexhaustible. By great good fortune, it is obtained. ||1||
1227	mere man taj ni(n)dhaa haumai aha(n)kaar ||	O my mind, give up slander, egotism and arrogance.
1228	har jeeau sadhaa dhiaai too gurmukh eka(n)kaar ||1|| rahaau ||	Become Gurmukh, and meditate forever on the Dear Lord, the One and Only Creator. ||1||Pause||
1229	gurmukhaa ke mukh ujale gur sabadhee beechaar ||	The faces of the Gurmukhs are radiant and bright; they reflect on the Word of the Guru's Shabad.
1230	halat palat sukh paidhe jap jap ridhai muraar ||	They obtain peace in this world and the next, chanting and meditating within their hearts on the Lord.
1231	ghar hee vich mahal paiaa gur sabadhee veechaar ||2||	Within the home of their own inner being, they obtain the Mansion of the Lord's Presence, reflecting on the Guru's Shabad. ||2||
1232	satagur te jo muh fereh mathe tin kaale ||	Those who turn their faces away from the True Guru shall have their faces blackened.
1233	anadhin dhukh kamaavadhe nit johe jam jaale ||	Night and day, they suffer in pain; they see the noose of Death always hovering above them.
1234	supanai sukh na dhekhanee bahu chi(n)taa parajaale ||3||	Even in their dreams, they find no peace; they are consumed by the fires of intense anxiety. ||3||
1235	sabhanaa kaa dhaataa ek hai aape bakhas karei ||	The One Lord is the Giver of all; He Himself bestows all blessings.
1236	kahanaa kichhoo na jaaviee jis bhaavai tis dhei ||	No one else has any say in this; He gives just as He pleases.
1237	naanak gurmukh paieeaai aape jaanai soi ||4||9||42||	O Nanak, the Gurmukhs obtain Him; He Himself knows Himself. ||4||9||42||
1238	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1239	sachaa saahib seveeaai sach vaddiaaiee dhei ||	Serve your True Lord and Master, and you shall be blessed with true greatness.
1240	gur parasaadhee man vasai haumai dhoor karei ||	By Guru's Grace, He abides in the mind, and egotism is driven out.
1241	eih man dhaavat taa rahai jaa aape nadhar karei ||1||	This wandering mind comes to rest, when the Lord casts His Glance of Grace. ||1||
1242	bhaiee re gurmukh har naam dhiaai ||	O Siblings of Destiny, become Gurmukh, and meditate on the Name of the Lord.
1243	naam nidhaan sadh man vasai mahalee paavai thaau ||1|| rahaau ||	The Treasure of the Naam abides forever within the mind, and one's place of rest is found in the Mansion of the Lord's Presence. ||1||Pause||
1244	manmukh man tan a(n)dh hai tis nau Thaur na Thaau ||	The minds and bodies of the self-willed manmukhs are filled with darkness; they find no shelter, no place of rest.
1245	bahu jonee bhaudhaa firai jiau su(n)n(j)ai(n) ghar kaau ||	Through countless incarnations they wander lost, like crows in a deserted house.
1246	gurmatee ghaT chaananaa sabadh milai har naau ||2||	Through the Guru's Teachings, the heart is illuminated. Through the Shabad, the Name of the Lord is received. ||2||
1247	trai gun bikhiaa a(n)dh hai maiaa moh gubaar ||	In the corruption of the three qualities, there is blindness; in attachment to Maya, there is darkness.
1248	lobhee an kau sevadhe paR vedhaa karai pookaar ||	The greedy people serve others, instead of the Lord, although they loudly announce their reading of scriptures.
1249	bikhiaa a(n)dhar pach mue naa uravaar na paar ||3||	They are burnt to death by their own corruption; they are not at home, on either this shore or the one beyond. ||3||
1250	maiaa moh visaariaa jagat pitaa pratipaal ||	In attachment to Maya, they have forgotten the Father, the Cherisher of the World.
1251	baajhahu guroo achet hai sabh badhee jamakaal ||	Without the Guru, all are unconscious; they are held in bondage by the Messenger of Death.
1252	naanak gurmat ubare sachaa naam samaal ||4||10||43||	O Nanak, through the Guru's Teachings, you shall be saved, contemplating the True Name. ||4||10||43||
1253	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1254	trai gun maiaa moh hai gurmukh chauthaa padh pai ||	The three qualities hold people in attachment to Maya. The Gurmukh attains the fourth state of higher consciousness.
1255	kar kirapaa melaian har naam vasiaa man aai ||	Granting His Grace, God unites us with Himself. The Name of the Lord comes to abide within the mind.
1256	potai jin kai pu(n)n hai tin satasa(n)gat melai ||1||	Those who have the treasure of goodness join the Sat Sangat, the True Congregation. ||1||
1257	bhaiee re gurmat saach rahaau ||	O Siblings of Destiny, follow the Guru's Teachings and dwell in truth.
1258	saacho saach kamaavanaa saachai sabadh milaau ||1|| rahaau ||	Practice truth, and only truth, and merge in the True Word of the Shabad. ||1||Pause||
1259	jinee naam pachhaaniaa tin viTahu bal jaau ||	I am a sacrifice to those who recognize the Naam, the Name of the Lord.
1260	aap chhodd charanee lagaa chalaa tin kai bhai ||	Renouncing selfishness, I fall at their feet, and walk in harmony with His Will.
1261	laahaa har har naam milai sahaje naam samai ||2||	Earning the Profit of the Name of the Lord, Har, Har, I am intuitively absorbed in the Naam. ||2||
1262	bin gur mahal na paieeaai naam na paraapat hoi ||	Without the Guru, the Mansion of the Lord's Presence is not found, and the Naam is not obtained.
1263	aaisaa satagur loR lahu jidhoo paieeaai sach soi ||	Seek and find such a True Guru, who shall lead you to the True Lord.
1264	asur sa(n)ghaarai sukh vasai jo tis bhaavai su hoi ||3||	Destroy your evil passions, and you shall dwell in peace. Whatever pleases the Lord comes to pass. ||3||
1265	jehaa satagur kar jaaniaa teho jehaa sukh hoi ||	As one knows the True Guru, so is the peace obtained.
1266	eh sahasaa moole naahee bhaau laae jan koi ||	There is no doubt at all about this, but those who love Him are very rare.
1267	naanak ek jot dhui mooratee sabadh milaavaa hoi ||4||11||44||	O Nanak, the One Light has two forms; through the Shabad, union is attained. ||4||11||44||
1268	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1269	a(n)mrit chhodd bikhiaa lobhaane sevaa kareh viddaanee ||	Discarding the Ambrosial Nectar, they greedily grab the poison; they serve others, instead of the Lord.
1270	aapanaa dharam gavaaveh boojheh naahee anadhin dhukh vihaanee ||	They lose their faith, they have no understanding; night and day, they suffer in pain.
1271	manmukh a(n)dh na chetahee ddoob mue bin paanee ||1||	The blind, self-willed manmukhs do not even think of the Lord; they are drowned to death without water. ||1||
1272	man re sadhaa bhajahu har saranaiee ||	O mind, vibrate and meditate forever on the Lord; seek the Protection of His Sanctuary.
1273	gur kaa sabadh a(n)tar vasai taa har visar na jaiee ||1|| rahaau ||	If the Word of the Guru's Shabad abides deep within, then you shall not forget the Lord. ||1||Pause||
1274	eih sareer maiaa kaa putalaa vich haumai dhusaTee paiee ||	This body is the puppet of Maya. The evil of egotism is within it.
1275	aavan jaanaa ja(n)man maranaa manmukh pat gavaiee ||	Coming and going through birth and death, the self-willed manmukhs lose their honor.
1276	satagur sev sadhaa sukh paiaa jotee jot milaiee ||2||	Serving the True Guru, eternal peace is obtained, and one's light merges into the Light. ||2||
1277	satagur kee sevaa at sukhaalee jo ichhe so fal paae ||	Serving the True Guru brings a deep and profound peace, and one's desires are fulfilled.
1278	jat sat tap pavit sareeraa har har ma(n)n vasaae ||	Abstinence, truthfulness and self-discipline are obtained, and the body is purified; the Lord, Har, Har, comes to dwell within the mind.
1279	sadhaa ana(n)dh rahai dhin raatee mil preetam sukh paae ||3||	Such a person remains blissful forever, day and night. Meeting the Beloved, peace is found. ||3||
1280	jo satagur kee saranaagatee hau tin kai bal jaau ||	I am a sacrifice to those who seek the Sanctuary of the True Guru.
1281	dhar sachai sachee vaddiaaiee sahaje sach samaau ||	In the Court of the True One, they are blessed with true greatness; they are intuitively absorbed into the True Lord.
1282	naanak nadharee paieeaai gurmukh mel milaau ||4||12||45||	O Nanak, by His Glance of Grace He is found; the Gurmukh is united in His Union. ||4||12||45||
1283	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1284	manmukh karam kamaavane jiau dhohaagan tan seegaar ||	The self-willed manmukh performs religious rituals, like the unwanted bride decorating her body.
1285	sejai ka(n)t na aaviee nit nit hoi khuaar ||	Her Husband Lord does not come to her bed; day after day, she grows more and more miserable.
1286	pir kaa mahal na paaviee naa dheesai ghar baar ||1||	She does not attain the Mansion of His Presence; she does not find the door to His House. ||1||
1287	bhaiee re ik man naam dhiaai ||	O Siblings of Destiny, meditate on the Naam with one-pointed mind.
1288	sa(n)taa sa(n)gat mil rahai jap raam naam sukh pai ||1|| rahaau ||	Remain united with the Society of the Saints; chant the Name of the Lord, and find peace. ||1||Pause||
1289	gurmukh sadhaa sohaaganee pir raakhiaa ur dhaar ||	The Gurmukh is the happy and pure soul-bride forever. She keeps her Husband Lord enshrined within her heart.
1290	miThaa boleh niv chaleh sejai ravai bhataar ||	Her speech is sweet, and her way of life is humble. She enjoys the Bed of her Husband Lord.
1291	sobhaava(n)tee sohaaganee jin gur kaa het apaar ||2||	The happy and pure soul-bride is noble; she has infinite love for the Guru. ||2||
1292	poorai bhaag satagur milai jaa bhaagai kaa udhau hoi ||	By perfect good fortune, one meets the True Guru, when one's destiny is awakened.
1293	a(n)tarahu dhukh bhram kaTeeaai sukh paraapat hoi ||	Suffering and doubt are cut out from within, and peace is obtained.
1294	gur kai bhaanai jo chalai dhukh na paavai koi ||3||	One who walks in harmony with the Guru's Will shall not suffer in pain. ||3||
1295	gur ke bhaane vich a(n)mrit hai sahaje paavai koi ||	The Amrit, the Ambrosial Nectar, is in the Guru's Will. With intuitive ease, it is obtained.
1296	jinaa paraapat tin peeaa haumai vichahu khoi ||	Those who are destined to have it, drink it in; their egotism is eradicated from within.
1297	naanak gurmukh naam dhiaaieeaai sach milaavaa hoi ||4||13||46||	O Nanak, the Gurmukh meditates on the Naam, and is united with the True Lord. ||4||13||46||
1298	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1299	jaa pir jaanai aapanaa tan man agai dharei ||	If you know that He is your Husband Lord, offer your body and mind to Him.
1300	sohaaganee karam kamaavadheeaa seiee karam karei ||	Behave like the happy and pure soul-bride.
1301	sahaje saach milaavaRaa saach vaddaiee dhei ||1||	With intuitive ease, you shall merge with the True Lord, and He shall bless you with true greatness. ||1||
1302	bhaiee re gur bin bhagat na hoi ||	O Siblings of Destiny, without the Guru, there is no devotional worship.
1303	bin gur bhagat na paieeaai je lochai sabh koi ||1|| rahaau ||	Without the Guru, devotion is not obtained, even though everyone may long for it. ||1||Pause||
1304	lakh chauraaseeh fer piaa kaaman dhoojai bhai ||	The soul-bride in love with duality goes around the wheel of reincarnation, through 8.4 million incarnations.
1305	bin gur needh na aaviee dhukhee rain vihai ||	Without the Guru, she finds no sleep, and she passes her life-night in pain.
1306	bin sabadhai pir na paieeaai birathaa janam gavai ||2||	Without the Shabad, she does not find her Husband Lord, and her life wastes away in vain. ||2||
1307	hau hau karatee jag firee naa dhan sa(n)pai naal ||	Practicing egotism, selfishness and conceit, she wanders around the world, but her wealth and property will not go with her.
1308	a(n)dhee naam na chetiee sabh baadhee jamakaal ||	The spiritually blind do not even think of the Naam; they are all bound and gagged by the Messenger of Death.
1309	satagur miliaai dhan paiaa har naamaa ridhai samaal ||3||	Meeting the True Guru, the wealth is obtained, contemplating the Name of the Lord in the heart. ||3||
1310	naam rate se niramale gur kai sahaj subhai ||	Those who are attuned to the Naam are immaculate and pure; through the Guru, they obtain intuitive peace and poise.
1311	man tan raataa ra(n)g siau rasanaa rasan rasai ||	Their minds and bodies are dyed in the Color of the Lord's Love, and their tongues savor His Sublime Essence.
1312	naanak ra(n)g na utarai jo har dhur chhoddiaa lai ||4||14||47||	O Nanak, that Primal Color which the Lord has applied, shall never fade away. ||4||14||47||
1313	sireeraag mahalaa teejaa ||	Siree Raag, Third Mehla:
1314	gurmukh kirapaa kare bhagat keejai bin gur bhagat na hoiee ||	By His Grace one becomes Gurmukh, worshipping the Lord with devotion. Without the Guru there is no devotional worship.
1315	aapai aap milaae boojhai taa niramal hovai soiee ||	Those whom He unites with Himself, understand and become pure.
1316	har jeeau saachaa saachee baanee sabadh milaavaa hoiee ||1||	The Dear Lord is True, and True is the Word of His Bani. Through the Shabad, we merge with Him. ||1||
1317	bhaiee re bhagatiheen kaahe jag aaiaa ||	O Siblings of Destiny: those who lack devotion-why have they even bothered to come into the world?
1318	poore gur kee sev na keenee birathaa janam gavaiaa ||1|| rahaau ||	They do not serve the Perfect Guru; they waste away their lives in vain. ||1||Pause||
1319	aape jagajeevan sukhadhaataa aape bakhas milaae ||	The Lord Himself, the Life of the World, is the Giver of Peace. He Himself forgives, and unites with Himself.
1320	jeea ja(n)t e kiaa vechaare kiaa ko aakh sunaae ||	So what about all these poor beings and creatures? What can anyone say?
1321	gurmukh aape dhei vaddaiee aape sev karaae ||2||	He Himself blesses the Gurmukh with glory. He Himself enjoins us to His Service. ||2||
1322	dhekh kuTa(n)b moh lobhaanaa chaladhiaa naal na jaiee ||	Gazing upon their families, people are lured and trapped by emotional attachment, but none will go along with them in the end.
1323	satagur sev gun nidhaan paiaa tis dhee keem na paiee ||	Serving the True Guru, one finds the Lord, the Treasure of Excellence. His Value cannot be estimated.
1324	har prabh sakhaa meet prabh meraa a(n)te hoi sakhaiee ||3||	The Lord God is my Friend and Companion. God shall be my Helper and Support in the end. ||3||
1325	aapanai man chit kahai kahaae bin gur aap na jaiee ||	Within your conscious mind, you may say anything, but without the Guru, selfishness is not removed.
1326	har jeeau dhaataa bhagat vachhal hai kar kirapaa ma(n)n vasaiee ||	The Dear Lord is the Giver, the Lover of His devotees. By His Grace, He comes to dwell in the mind.
